,Date,Open,High,Low,Close,Adj Close,Volume,headlines
0,04-01-2010,17.57,18.09,17.49,18.030001000000002,16.901851999999998,2141700,"Priority sector credit potential estimated at Rs 31,255 crore National Bank for Agriculture and Rural Development (Nabard) has estimated a credit flow potential of Rs 31,254.74 crore for the ...PSU banks need to fill 40,000 vacancies About 40,000 vacancies have been created in public sector banks so far this year due to retirements, resignations and expansion ...Nabard launches six projects in Karnataka The National Bank for Agriculture and Rural Development (Nabard), which recently increased the corpus of its Tribal Development ...Rupee gains 7 paise at 46.54/$ in early trade The Indian rupee today gained 7 paise against the US currency in early trade on increased capital inflows into stock markets in ...Indian Bank revises FCNR(B), NRE deposit rates For FCNR (B) deposits, the revised interest rate in US dollars has been fixed at 1.98 per cent for deposits of one year and ...SG Private banking is now Societe Generale Private Banking ""The new brand enables the private bank to reaffirm its identity as part of Societe Generale Group and to leverage further ...Goldman Sachs may shift London ops: report The US financial services major Goldman Sachs is reviewing  whether to move some of the companys operations out of London, ..."
1,05-01-2010,17.780001000000002,17.9,17.620001000000002,17.85,16.733114,2022500,"Car insurance may come with accident cover Road ministry mulls a fee of Rs 15 for such a cover.Banks pull out money from MFs after RBI caution Credit policy uncertainty adds to AUM fall of Rs 22,000 crore last month.Volatile capital flows could pose problems, says RBI Rapid and volatile capital inflows or outflows could pose significant policy challenges, potentially leading to exchange rate ...Central Bank to offload NPA accounts worth Rs 410 cr Central Bank of India, a public sector lender, plans to sell non-performing assets (NPAs) of 41 industrial units with an ...Rupee at month high, rises 8 paise at 46.22/$ The rupee today appreciated by 8 paise to hit a months high of 46.22 against the US currency in early trade, in line with other ...Eros plans to raise Rs 350 cr via IPO Media firm Eros International plans to raise Rs 350 crore through an initial public offer (IPO) and has filed a draft ...Rel Life Insurance launches two new products Anil Dhirubhai Ambani Group firm Reliance Life Insurance today launched two new products -- Jan Samriddhi Plan and Super ...50% banks will lack innovation programme by 2013: Gartner Half of the banks in the world will lack an innovation programme to improve services by 2013, severely restricting growth, as ..."
2,06-01-2010,17.9,18.01,17.77,17.99,16.864355,2057800,"Cooperative banks in Hry to provide loans of Rs 8,600 cr Haryana Cooperation Minister Paramvir Singh said that the central cooperative banks in the state would provide a loan of Rs 8,600 ...Banks to pitch for liquidity in pre-policy meet Bankers will next week make a strong pitch to the Reserve Bank of India (RBI) to maintain sufficient liquidity to meet the demand ...Agarwal leads race for pension regulators job IDBI Bank Chairman and Managing Director Yogesh Agarwal has emerged the frontrunner for the post of the chairman of the Pension ...Low-cost pension plan to take off on April 1 Pension Fund Regulatory and Development Authority (PFRDA) would launch a low-cost pension scheme on April 1 to provide social ...Axis Bank sweetens home loan offer Upping the ante in the home loan war, the country’s third largest private sector lender Axis Bank today announced a ...Bajaj Allianz launches tax campaign in Chandigarh One of the leading insurance companies in the country, Bajaj Allianz today announced launch of its innovative tax campaign in ...Andhra Bank eyes Rs 3600 cr business in Vizag The Visakhapatnam zone of Andhra Bank is targeting to end the current financial year with a total business of Rs 3,600 crore.Rupee gains 15 paise at 46.09/$ in early trade The rupee today appreciated by 15 paise to 46.09 a dollar in early trade on sustained capital inflows into stock markets.IL&FS Investsmart to discontinue insurance broking biz Financial services provider HSBC InvestDirect (India) today said its subsidiary IL&FS Investsmart Insurance Brokers Ltd will ...Credit Suisse names Ghosh, Mizuno as VCs Swiss banking major Credit Suisse today announced appointment of Bunt Ghosh and Atsushi Mizuno as Vice Chairman of its Fixed ...ICICI Lombard, DCB ink bancassurance agreement ICICI Lombard General Insurance Company and Development Credit Bank (DCB) have entered into a bancassurance agreement for the ...Bankers likely to meet RBI on Jan 14 ahead of policy Relaxation in the norms relating to infrastructure lending and 70 per cent loan loss coverage ratio are likely to top the agenda ...ICICIdirect offers exclusive online trading platform for IFAs ICICIdirect today launched an exlcusive trading facility for Independent Financial Advisors (IFAs), with a view to provide them a ...Citis Havens earned $9 mn last year: WSJ Financial services major Citigroup Incs chief of investment banking John Havens received over $9 million in compensation last ..."
3,07-01-2010,17.389999,17.629998999999998,17.34,17.57,16.470633,2706800,"Cauvery Kalpataru Grameena Bank records Rs 3,000 crore business While the deposits of the bank stood at Rs 1,661.29 crore, advances were at Rs 1,355.53 crore.Banks may duck impact of rising yields With a sharp rise in bond yields in the third quarter, most banks have been saved mark-to-market (revaluing securities to reflect ...Rupee at 15-month high on FII inflows The rupee on Wednesday hit a 15-month high against the US dollar. The movement was in line with the appreciation of other Asian ...BCG to soon start consultations for Nabards restructuring Management consulting firm Boston Consultancy Group (BCG) will soon start consultations with National Bank for Agriculture and ...ICICI-First Data look at 500,000 PoS terminals by 2015 ICICI Merchant Services, the newly-formed joint venture (JV) between ICICI Bank and First Data Corporation (FDC), plans to expand ...Uco Bank posts 20.7% business growth in Q3 “The bank recorded an overall business growth of 20.70 per cent in the third quarter, taking the total business of the bank ...IOC hires banks for first overseas bond sale Indian Oil Corp, the nation’s largest state-owned refiner, hired HSBC Holdings Plc, Standard Chartered Plc and Deutsche ...PNB to bring  rural branches under CBS Punjab National Bank will bring all the rural branches under Core Banking Solution (CBS) platform by the end of this financial ...LIC, HDFC Life miss rural obligations The state-owned insurance giant Life Insurance Corporation of India (LIC) and private sector insurer HDFC Standard Life missed ...Currency futures posts record volumes The domestic exchange traded currency futures on Wednesday witnessed the highest turnover since its launch last year. The ...Spice Fin to seal broking firm, AMC buys by March Spice Finance, a wholly owned subsidiary of BK Modi Group’s Spice Global, is in advanced stage of acquiring an asset ...Reliance Life Insurance eyes rural market Announcing its foray into rural and micro-finance segment, Reliance Life Insurance Company Limited on Wednesday announced the ...Rupee hits 15-month high, gains 10 paise at 45.74/$ The rupee today appreciated by 10 paise to hit a 15-month high of 45.74 a dollar in early trade, tracking other firming Asian ...Kotak Mahindra partners OIFC to offer wealth mgt Kotak Mahindra Group has partnered with Overseas Indian Facilitation Centre (OIFC) to offer wealth management advisory and ...India Infoline assigned top grading by Crisil Financial services provider, India Infoline has been assigned highest broker grading by leading rating agency Crisil.Web exclusive: Inclusive growth in the financial sector There is unanimity in thinking among the intelligentsia that if India is to become an economic power, growth has to be inclusive ...Rajaratnam profits $36 mn in Galleon hedge fund case Federal prosecutors said they will file fresh charges against Sri Lankan-born hedge fund operator Raj Rajaratnam alleging he made ...Mumbai attacks may cost insurers Rs 500 cr Insurance claims arising out of the Mumbai terror attacks in 2008 are estimated to wipe out about Rs 500 crore from the corpus ...ING Life aims 15% growth in new biz premiums Aiming to break even in the next three years, ING Life is targeting a 15 per cent increase in its new business premiums, a top ...SBI to install 7,000 talking ATMs for visually challenged Indias largest lender State Bank of India (SBI) plans to introduce 7,000 voice-enabled ATMs across the country for visually ...Bank of England leaves key rates unchanged Continuing with its low interest rate regime to boost the nations recession-hit economy, the Bank of England today left the key ...ICICI, Axis cut car loan rates The car finance market is hotting up with ICICI Bank and Axis Bank slashing interest on new car loans."
4,08-01-2010,17.559998999999998,17.559998999999998,17.370001000000002,17.4,16.31127,1967200,"Citizen banks on Eco-Drive in India Japanese watch maker Citizen Watches is expecting its Eco-Drive collection of watches to boost sales in the Indian market. The ...Geithners NY Fed told aig to limit swaps disclosure The Federal Reserve Bank of New York, then led by Timothy Geithner, told American International Group Inc to withhold details ...Total inflow of funds in India to be $ 40 billion in 2010: Uday Kotak Hinting at a buoyant economy in 2010, Uday Kotak, vice chairman and managing director, Kotak Mahindra Bank Ltd said that the ...Irda cracks whip on insurers 10 companies to be penalised, Reliance General attracts biggest penalty.TMB to raise Rs 1000 crore Tamilnad Mercantile Bank (TMB) is targeting a business of Rs 50,000 crore by 2012-13 for which it would require around Rs 1,000 ...Government sets up schedule to provide relief to accident victims The government on Thursday set a schedule to examine the problems ailing the insurance sector in the field of accident insurance. ...Commission expenses of life insurers up 5.64% Spurred by growth in the number of policies renewed, commission expenses of the life insurance industry grew by 5.64 per cent in ...SBI to appoint correspondents for NREGS payments State Bank of India (SBI), which had recently entered into an agreement with the Orissa government for payment of wages to the ...Sebi clarifies asset cover norms for debt securities In a move to bring more clarity on asset cover norms for debt securities, the Securities and Exchange Board of India (Sebi) today ...VC investments in cleantech firms dip 13% in 2009 Biofuels was the pick of venture capitalists with the segment witnessing 55 per cent of the investments.Race to lower car loan rate hots up A day after ICICI Bank cut rates, Axis Bank follows with a 50-75 basis points cut.Adityan group takes control of TMB The long suspense over control of the Tamilnad Mercantile Bank (TMB) ended on Thursday, with the Sivanthi Adityan-led group ...Teaser home loan rates pose payment shocks The teaser home loan rate, the interest rate which is set artificially low for the initial period, could give a ‘payment ...Rajiv Shah takes the helm of USAID Rajiv Shah has been officially sworn in today as the administrator of US Aid for International Development (USAID), making him ...Rupee falls by 8 paise to 45.75/$ in opening trade The rupee depreciated by 8 paise to 45.75 a dollar in early trade today as the US currency strengthened against major global ...Former McKinsey director pleads guilty in insider trading Indian-American Anil Kumar, former director of consulting firm McKinsey, has pleaded guilty to fraud charges in one of the ...BofA likely to pay bonuses close to 2007 level Bank of America Corp (BofA) is likely to pay its investment bankers bonuses close to 2007 level as the bank tries to retain key ...Prosecution to auction former Daewoo chairmans properties Prosecutors in Seoul are taking legal steps to sell confiscated assets of the founder and former chairman of the now-dismantled ...Deutch not to stand for re-election at Citi board One of Citigroups longest serving director, John Deutch will not stand for re-election to the companys board of directors.RBS to sell fund mgmt assets stake for 84.7 mn pounds The Royal Bank of Scotland (RBS) will sell part of fund management assets to Aberdeen Asset Management Plc for an estimated 84.7 ..."
5,11-01-2010,17.75,17.75,17.280001000000002,17.370001000000002,16.28315,988800,"Bank charges may be capped Banks may soon have to cap the charges on basic services such as issuing a draft, remittances or for stop-payment instructions.TMB to raise Rs 1000 crore Tamilnad Mercantile Bank (TMB) is targeting a business of Rs 50,000 crore by 2012-13 for which it would require around Rs 1,000 ...Credit rating firms eye brisk business in Q4 Credit rating agencies are expected to do brisk business in the fourth quarter, with more and more small and medium (SME) ...Kanakamahalakshmi to take over Palakol co-op bank City-based Kanakamahalakshmi Co-operative Bank (KCB) has received Reserve Bank of India’s nod to take over loss-making ...Motor claims ratio improves in 2008-09 Insurance companies have managed to reduce the losses incurred on the motor insurance portfolio, that accounts for nearly half ...British banks to see recovery falter: survey British banks fear their fragile recovery will grind to a halt over the next few months, according to a survey by employers ...Goldman plans to expand charity programme: report Financial services major Goldman Sachs plans to expand a programme that would require executive and top managers to give a ...Citi replaces its Japan unit head: WSJ Citigroup has replaced Douglas Peterson, the head of the banks business in Japan, with Darren Buckley, a media report says.Rupee at 16-month high, rises to 45.34/$ The rupee today rallied by 42 paise to close at a 16-month high of 45.34 against the US dollar on heavy selling of the American ...Canara Bank to expand in UK Canara Bank will soon become the sixth major Indian bank to open a branch in the East Midlands town of Leicester, which has a ...Attrition to be a big problem for banks: RBI The Reserve Bank of India (RBI) today said the banking system may increasingly face the problem of staff-attrition in the period ...NPAs may escalate in Dec quarter: IOB PSU lender Indian Overseas Bank (IOB) today said its bad loans are likely to increase in the December quarter but would stabilise ..."
6,12-01-2010,17.15,17.309998999999998,16.889999,16.98,15.917548000000002,1076700,"Finally, banks admit they will miss credit targets Public sector banks have almost given up on meeting the 20 per cent credit growth target they had set at the start of the current ...SBI may provide more to cover bad assets State Bank of India (SBI), the country’s largest lender, is expected to set aside more funds to meet the new norms that ...Yes Bank to set up PE firm “We are keen on having a centralised PE enterprise which will help incubate stand-alone and partnership funds,” Yes ...Govt may relax rules for appointing bank chiefs Candidate may not need two-year residual service.CD issuances continue on rate-rise talk Banks continued to place certificates of deposit (CDs) on the view that rates may rise in near future if the Reserve Bank of ...LIC meets 51% of new premium income target Life Insurance Corporation (LIC), India’s largest life insurer, said the company would be able to meet the current ...IFCI puts bank plan on hold, to raise Rs 1,200 cr IFCI was not planning to apply for a banking licence as of now and was targeting to raise around Rs 1,200 crore in January-March ...Rupee down 16 paise at 45.50/$ in early trade The rupee today depreciated by 16 paise to 45.50 a dollar in early trade as the US currency strengthened against major world ...US Fed makes a profit of $45 bn: report The US Federal Reserve has made a profit of a whopping $45 billion in 2009, a record in the 96-year history of the central bank, ...Govt to act as patriarch, bless bank mergers The government today said that it would act as a patriarch and bless public sector bank mergers that are based on synergy.IDBI in talks to buy private bank IDBI Bank Chairman and Managing Director Yogesh Agarwal today said that the public sector player had completed due diligence on a ...Dena Bank to raise Rs 600 cr through equity State-run Dena Bank is looking at to raise Rs 1,300 crore capital over the next three years, out of which Rs 600 crore will be ...SBI to hire 27,000 this year The countrys largest lender, State Bank of India (SBI), plans to hire more than 27,000 people this year to fill vacancies across ...IRDA mulling cap on traditional products After putting a cap on charges on unit- linked insurance plans (ULIPs) products, the insurance-sector regulator, Insurance ...RBI invites applications for NHB Chairmans post again The Reserve Bank of India (RBI) is still looking for a chairman of the housing finance regulator National Housing Bank (NHB), ...ICICIs Kochhar among 3 new directors on ISB board Three new directors including private sector lender ICICI Bank CEO Chanda Kochhar and Citigroup South Asia head Mark Robinson ...IRDA to come out with IPO norms by Feb-end Insurance-sector regulator, IRDA is planning to come out with the IPO guidelines for insurance companies by the end of next ...Future Generali aims 5-fold jump in new biz at Rs 750 cr Future Generali India Life Insurance Company today said it expects five-fold increase in new business premium at Rs 750 crore by ...RBI asks banks, FIs to maintain records of receipt by NGOs To tighten anti-money laundering norms, the Reserve Bank of India (RBI) has asked banks and financial institutions to maintain ...RBI voices concerns over teaser rates; SBI defends The Reserve Bank of India (RBI) today expressed concern over banks offering teasing home loan rates to outsmart each other but ..."
7,13-01-2010,17.18,17.440001000000002,17.120001000000002,17.4,16.31127,957400,"Magma Fincorp posts 161% rise in net profit Kolkata-based financial services provider Magma Fincorp posted about 161 per cent rise in net profit at Rs 17.9 crore during the ...Irda mulls Fee cap on traditional policies IPO guidelines next month; derivatives products on cards.Uneven recovery tops RBI agenda Though the index of industrial production expanded 11.7 per cent in November, the Reserve Bank of India (RBI) sees the recovery ...IIFCL takeout plan raises concern The takeout financing scheme of the India Infrastructure Finance Co (IIFCL) has raised eyebrows. The Planning Commission has ...Insurance firms may have to wait longer to list The Union government has decided not to make any change in the listing rules for insurance companies till a parliamentary panel ...RBI worried over teaser rate on consumer loans For the first time since fixed-cum-floating rate home loan schemes, branded as teaser rates, were introduced in December 2008, ...Government to act as patriarch, bless bank mergers The government today said it would act as a patriarch and bless public sector bank mergers that were based on synergy.IDBI Bank moves ahead on bank buy IDBI Bank had completed due diligence on a private bank for a possible acquisition, Chairman and Managing Director Yogesh Agarwal ...Corporation Bank seeks government nod for Rs 6,000-crore rights issue State-owned Corporation Bank is in early talks with the government for a Rs 6,000-crore rights issue, Chairman and Managing ...Repo deals with corporate bonds as collateral from March Only listed bonds which are rated “AA” and above and have original maturity of at least one year can be used ...China raises banks reserve ratio to cool economy China raised the proportion of deposits that banks must set aside as reserves to cool the world’s fastest-growing major ...Rupee gains 2 paise at 45.69/$ in early trade The rupee today appreciated by 2 paise to 45.69 a dollar in early trade in line with other firming Asian currencies.Now Tipper X in Rajaratnam case; bail bid turned down A hedge fund manager called Tipper X in the insider-trading case involving hedge fund Galleon Group founder and billionaire Raj ...SEC to name investigative chiefs of 5 units The US regulator, Securities and Exchange Commission (SEC) is set to name chiefs for five new specialised investigative units, ...Banks credit offtake rises 13.34% Credit growth of banks remained at 13 per cent for the fortnight ended January 1 compared to 24 per cent in same period a year ...UBI in talks with 3-4 Indonesian banks for acquisition The government-owned Union Bank of India (UBI) has initiated preliminary discussions with 3-4 small-sized Indonesian banks for ..."
8,14-01-2010,17.469998999999998,17.6,17.219998999999998,17.530001000000002,16.433134,1426000,"Slowdown hits India Incs overseas investments Outflows fell 16.4 per cent in April-Sept 2009 compared to the year-ago period.Re rides high on capital inflows Portfolio flows are continuing their buoyant run in the new year.Future Generali eyes Rs 750-cr 1st premium income Future Generali India Life Insurance, a joint venture between Future Group of India and Generali Group of Italy, is looking at a ...Automed may raise Rs 40 cr Automed Systems, which set up its Probiosys Center for Excellence (CoE), aims to raise funds to scale up the CoE for Rs 40-50 ...Sunil Mantri Group to invest Rs 500 cr Mumbai-based realtor, Sunil Mantri Group, is planning to invest Rs 500 crore for its upcoming projects in Bangalore. With a ...Credit offtake heads north in last fortnight of 2009 The last fortnight of 2009 brought back smile on the face of bankers, as outstanding credit in this period grew at the quickest ...RBI cautions banks on retail bond issues Ahead of State Bank of India’s proposed bond issue for retail investors, the Reserve Bank of India (RBI) today asked banks ...Bonds gain as yields near 15-month high lure investors India’s 10-year bonds gained the most this week, as yields near the highest levels since October 2008 attracted investors.Insurance companies may get MAT relief in new tax code The government is likely to relax the proposed norms on minimum alternate tax (MAT) for insurance companies. The finance ministry ...Union Bank in talks to buy Indonesian banks Government-owned Union Bank of India has initiated preliminary discussions with three-four small-sized Indonesian banks for a ...40 shortlisted for bank ED jobs The government has shortlisted around 40 general managers (GMs) from public sector banks to be interviewed for promotion as ...GMAT model finds favour with banks Centralised recruitment process soon.UPDATE: Rupee gains by another 21 paise vs $ The rupee today gained 21 paise at 45.40 against the dollar in late morning trade on persistent selling of dollars by banks due ...SIB Q3 net up 16% at Rs 62 cr South Indian Bank (SIB) reported a 15.8 per cent increase in net profit at Rs 62.46 crore in the third quarter of current ...Citigroup sells shares worth Rs 480 cr of 35 Indian cos Foreign fund house Citigroup Global has sold shares valued over Rs 480 crore of 35 Indian companies, including bluechips like ...SBI shortlists 3-4 firms for merchant acquisition JV The countrys largest lender, State Bank of India (SBI), has shortlisted 3-4 companies for its proposed joint venture to foray ...Banks demand status quo on rates, lower savings rates Leading bankers today asked the Reserve Bank of India (RBI) not to squeeze money supply through policy instruments in the ...European Central Bank holds key rate at 1% The European Central Bank today retained its key interest rate at 1 per cent to boost the regions economy, which is slowly ..."
9,15-01-2010,17.57,17.73,17.1,17.34,16.255024,1293000,"Cash-strapped IDBI Bank seeks capital rejig Approaches government for fresh funds, conversion of bonds into equity.South Indian Bank net up 16 per cent South Indian Bank (SIB) has clocked 15.8 per cent increase in net profit at Rs 62.46 crore in the third quarter of the current ...Banks demand easier norms for infrastructure finance In a bid to deal with the asset-liability mismatch (ALM), banks today sought concessions from the Reserve Bank of India (RBI) for ...RBI likely to allow prepaid cards for PoS withdrawals The Reserve Bank of India (RBI) is likely to allow money withdrawals from the point of sale (PoS) terminals using prepaid cards ...Vencap success rate comparable to US: study A third to a fifth of the incubated firms make it to the big league.Bonds rise as yields at 15-month high India’s 10-year bonds rose the most in four weeks after yields at their highest in 15 months lured buyers.Rupee erases earlier gains; drops 11 paise to 45.73/$ Erasing its early gains, the rupee was trading 11 paise down at 45.73 against the dollar in late morning deals on good demand ...ICICI invests Rs 250cr in Lavasa Corporation ICICI Bank, one of Indias largest private sector banks, has invested Rs 250 crore in the Lavasa Corporation, which is a ...HDFC Bank Q3 net surges 32% to Rs 818cr The bank had reported a profit of Rs 621.74 crore during the same quarter a year ago, according to a statement to the Bombay ...Axis Bank Q3 net rises 31% to Rs 656 cr Axis Bank, Indias third largest private sector bank today reported a rise of 31 per cent at Rs 655.98 crore in its net profit ...Citi to cap cash bonuses below $1,00,000 level Citigroup will limit the cash bonuses for its bankers at below $1,00,000 in a move to defuse public uproar over compensation, ...Indusind Bank Dec qtr net up 95% to Rs 88 cr Hinduja group-promoted Indusind Bank today said its net profit rose by 95.38 per cent to Rs 88.04 crore for the quarter ended ...Wall Street employees set to get $146 bn Major US banks and securities firms are moving towards paying their employees a record sum of about $145 billion in compensation ...India to see solid economic recovery in 2010: ADB The Asian Development Bank today said India is poised for a strong recovery this year and urged policymakers to address rising ...JPMorgan Chase Q4 profit soars to $3.3 bn Banking major JPMorgan Chase & Co today reported a nearly five-fold jump in profit to $3.3 billion in the fourth quarter of ...IDBI Bank Q3 net up 29% at Rs 287 cr Buoyed by a robust 48 per cent growth in its fee-based income, IDBI Bank has clocked a 29 per cent jump in net profit at Rs 287 ..."
