,Open,Date,Close,Subjectivity,Polarity,Compound,Negative,Neutral,Positive,label,headlines
0,540.427307,04-01-2010,532.7005,0.39284511784511783,0.026325757575757572,0.9349,0.011,0.895,0.094,0,"The US financial services major Goldman Sachs is reviewing  whether to move some of the companys operations out of London, ...Goldman Sachs may shift London ops: report""The new brand enables the private bank to reaffirm its identity as part of Societe Generale Group and to leverage further ...SG Private banking is now Societe Generale Private BankingFor FCNR (B) deposits, the revised interest rate in US dollars has been fixed at 1.98 per cent for deposits of one year and ...Indian Bank revises FCNR(B), NRE deposit ratesThe Indian rupee today gained 7 paise against the US currency in early trade on increased capital inflows into stock markets in ...Rupee gains 7 paise at 46.54/$ in early tradeThe National Bank for Agriculture and Rural Development (Nabard), which recently increased the corpus of its Tribal Development ...Nabard launches six projects in KarnatakaAbout 40,000 vacancies have been created in public sector banks so far this year due to retirements, resignations and expansion ...PSU banks need to fill 40,000 vacanciesNational Bank for Agriculture and Rural Development (Nabard) has estimated a credit flow potential of Rs 31,254.74 crore for the ...Priority sector credit potential estimated at Rs 31,255 crore"
1,569.551208,05-01-2010,530.323059,0.35362121212121206,0.060469696969696965,0.6908,0.079,0.809,0.112,1,"Half of the banks in the world will lack an innovation programme to improve services by 2013, severely restricting growth, as ...50% banks will lack innovation programme by 2013: GartnerAnil Dhirubhai Ambani Group firm Reliance Life Insurance today launched two new products -- Jan Samriddhi Plan and Super ...Rel Life Insurance launches two new productsMedia firm Eros International plans to raise Rs 350 crore through an initial public offer (IPO) and has filed a draft ...Eros plans to raise Rs 350 cr via IPOThe rupee today appreciated by 8 paise to hit a months high of 46.22 against the US currency in early trade, in line with other ...Rupee at month high, rises 8 paise at 46.22/$Central Bank of India, a public sector lender, plans to sell non-performing assets (NPAs) of 41 industrial units with an ...Central Bank to offload NPA accounts worth Rs 410 crRapid and volatile capital inflows or outflows could pose significant policy challenges, potentially leading to exchange rate ...Volatile capital flows could pose problems, says RBICredit policy uncertainty adds to AUM fall of Rs 22,000 crore last month.Banks pull out money from MFs after RBI cautionRoad ministry mulls a fee of Rs 15 for such a cover.Car insurance may come with accident cover"
2,534.8798830000002,06-01-2010,538.891846,0.33589743589743587,0.08621794871794872,0.9558,0.019,0.908,0.073,0,"Financial services major Citigroup Incs chief of investment banking John Havens received over $9 million in compensation last ...Citis Havens earned $9 mn last year: WSJICICIdirect today launched an exlcusive trading facility for Independent Financial Advisors (IFAs), with a view to provide them a ...ICICIdirect offers exclusive online trading platform for IFAsRelaxation in the norms relating to infrastructure lending and 70 per cent loan loss coverage ratio are likely to top the agenda ...Bankers likely to meet RBI on Jan 14 ahead of policyICICI Lombard General Insurance Company and Development Credit Bank (DCB) have entered into a bancassurance agreement for the ...ICICI Lombard, DCB ink bancassurance agreementSwiss banking major Credit Suisse today announced appointment of Bunt Ghosh and Atsushi Mizuno as Vice Chairman of its Fixed ...Credit Suisse names Ghosh, Mizuno as VCsFinancial services provider HSBC InvestDirect (India) today said its subsidiary IL&FS Investsmart Insurance Brokers Ltd will ...IL&FS Investsmart to discontinue insurance broking bizThe rupee today appreciated by 15 paise to 46.09 a dollar in early trade on sustained capital inflows into stock markets.Rupee gains 15 paise at 46.09/$ in early tradeThe Visakhapatnam zone of Andhra Bank is targeting to end the current financial year with a total business of Rs 3,600 crore.Andhra Bank eyes Rs 3600 cr business in VizagOne of the leading insurance companies in the country, Bajaj Allianz today announced launch of its innovative tax campaign in ...Bajaj Allianz launches tax campaign in ChandigarhUpping the ante in the home loan war, the country’s third largest private sector lender Axis Bank today announced a ...Axis Bank sweetens home loan offerPension Fund Regulatory and Development Authority (PFRDA) would launch a low-cost pension scheme on April 1 to provide social ...Low-cost pension plan to take off on April 1IDBI Bank Chairman and Managing Director Yogesh Agarwal has emerged the frontrunner for the post of the chairman of the Pension ...Agarwal leads race for pension regulators jobBankers will next week make a strong pitch to the Reserve Bank of India (RBI) to maintain sufficient liquidity to meet the demand ...Banks to pitch for liquidity in pre-policy meetHaryana Cooperation Minister Paramvir Singh said that the central cooperative banks in the state would provide a loan of Rs 8,600 ...Cooperative banks in Hry to provide loans of Rs 8,600 cr"
3,538.891846,07-01-2010,547.832092,0.28676131058484,0.0647580850522027,0.9899,0.037,0.859,0.105,1,"The car finance market is hotting up with ICICI Bank and Axis Bank slashing interest on new car loans.ICICI, Axis cut car loan ratesContinuing with its low interest rate regime to boost the nations recession-hit economy, the Bank of England today left the key ...Bank of England leaves key rates unchangedIndias largest lender State Bank of India (SBI) plans to introduce 7,000 voice-enabled ATMs across the country for visually ...SBI to install 7,000 talking ATMs for visually challengedAiming to break even in the next three years, ING Life is targeting a 15 per cent increase in its new business premiums, a top ...ING Life aims 15% growth in new biz premiumsInsurance claims arising out of the Mumbai terror attacks in 2008 are estimated to wipe out about Rs 500 crore from the corpus ...Mumbai attacks may cost insurers Rs 500 crFederal prosecutors said they will file fresh charges against Sri Lankan-born hedge fund operator Raj Rajaratnam alleging he made ...Rajaratnam profits $36 mn in Galleon hedge fund caseThere is unanimity in thinking among the intelligentsia that if India is to become an economic power, growth has to be inclusive ...Web exclusive: Inclusive growth in the financial sectorFinancial services provider, India Infoline has been assigned highest broker grading by leading rating agency Crisil.India Infoline assigned top grading by CrisilKotak Mahindra Group has partnered with Overseas Indian Facilitation Centre (OIFC) to offer wealth management advisory and ...Kotak Mahindra partners OIFC to offer wealth mgtThe rupee today appreciated by 10 paise to hit a 15-month high of 45.74 a dollar in early trade, tracking other firming Asian ...Rupee hits 15-month high, gains 10 paise at 45.74/$Announcing its foray into rural and micro-finance segment, Reliance Life Insurance Company Limited on Wednesday announced the ...Reliance Life Insurance eyes rural marketSpice Finance, a wholly owned subsidiary of BK Modi Group’s Spice Global, is in advanced stage of acquiring an asset ...Spice Fin to seal broking firm, AMC buys by MarchThe domestic exchange traded currency futures on Wednesday witnessed the highest turnover since its launch last year. The ...Currency futures posts record volumesThe state-owned insurance giant Life Insurance Corporation of India (LIC) and private sector insurer HDFC Standard Life missed ...LIC, HDFC Life miss rural obligationsPunjab National Bank will bring all the rural branches under Core Banking Solution (CBS) platform by the end of this financial ...PNB to bring  rural branches under CBSIndian Oil Corp, the nation’s largest state-owned refiner, hired HSBC Holdings Plc, Standard Chartered Plc and Deutsche ...IOC hires banks for first overseas bond sale“The bank recorded an overall business growth of 20.70 per cent in the third quarter, taking the total business of the bank ...Uco Bank posts 20.7% business growth in Q3ICICI Merchant Services, the newly-formed joint venture (JV) between ICICI Bank and First Data Corporation (FDC), plans to expand ...ICICI-First Data look at 500,000 PoS terminals by 2015Management consulting firm Boston Consultancy Group (BCG) will soon start consultations with National Bank for Agriculture and ...BCG to soon start consultations for Nabards restructuringThe rupee on Wednesday hit a 15-month high against the US dollar. The movement was in line with the appreciation of other Asian ...Rupee at 15-month high on FII inflowsWith a sharp rise in bond yields in the third quarter, most banks have been saved mark-to-market (revaluing securities to reflect ...Banks may duck impact of rising yieldsWhile the deposits of the bank stood at Rs 1,661.29 crore, advances were at Rs 1,355.53 crore.Cauvery Kalpataru Grameena Bank records Rs 3,000 crore business"
4,548.7979740000002,08-01-2010,546.395691,0.3835227272727273,-0.012547348484848486,0.8849,0.07,0.84,0.091,1,"The Royal Bank of Scotland (RBS) will sell part of fund management assets to Aberdeen Asset Management Plc for an estimated 84.7 ...RBS to sell fund mgmt assets stake for 84.7 mn poundsOne of Citigroups longest serving director, John Deutch will not stand for re-election to the companys board of directors.Deutch not to stand for re-election at Citi boardProsecutors in Seoul are taking legal steps to sell confiscated assets of the founder and former chairman of the now-dismantled ...Prosecution to auction former Daewoo chairmans propertiesBank of America Corp (BofA) is likely to pay its investment bankers bonuses close to 2007 level as the bank tries to retain key ...BofA likely to pay bonuses close to 2007 levelIndian-American Anil Kumar, former director of consulting firm McKinsey, has pleaded guilty to fraud charges in one of the ...Former McKinsey director pleads guilty in insider tradingThe rupee depreciated by 8 paise to 45.75 a dollar in early trade today as the US currency strengthened against major global ...Rupee falls by 8 paise to 45.75/$ in opening tradeRajiv Shah has been officially sworn in today as the administrator of US Aid for International Development (USAID), making him ...Rajiv Shah takes the helm of USAIDThe teaser home loan rate, the interest rate which is set artificially low for the initial period, could give a ‘payment ...Teaser home loan rates pose payment shocksThe long suspense over control of the Tamilnad Mercantile Bank (TMB) ended on Thursday, with the Sivanthi Adityan-led group ...Adityan group takes control of TMBA day after ICICI Bank cut rates, Axis Bank follows with a 50-75 basis points cut.Race to lower car loan rate hots upBiofuels was the pick of venture capitalists with the segment witnessing 55 per cent of the investments.VC investments in cleantech firms dip 13% in 2009In a move to bring more clarity on asset cover norms for debt securities, the Securities and Exchange Board of India (Sebi) today ...Sebi clarifies asset cover norms for debt securitiesState Bank of India (SBI), which had recently entered into an agreement with the Orissa government for payment of wages to the ...SBI to appoint correspondents for NREGS paymentsSpurred by growth in the number of policies renewed, commission expenses of the life insurance industry grew by 5.64 per cent in ...Commission expenses of life insurers up 5.64%The government on Thursday set a schedule to examine the problems ailing the insurance sector in the field of accident insurance. ...Government sets up schedule to provide relief to accident victimsTamilnad Mercantile Bank (TMB) is targeting a business of Rs 50,000 crore by 2012-13 for which it would require around Rs 1,000 ...TMB to raise Rs 1000 crore10 companies to be penalised, Reliance General attracts biggest penalty.Irda cracks whip on insurersHinting at a buoyant economy in 2010, Uday Kotak, vice chairman and managing director, Kotak Mahindra Bank Ltd said that the ...Total inflow of funds in India to be $ 40 billion in 2010: Uday KotakThe Federal Reserve Bank of New York, then led by Timothy Geithner, told American International Group Inc to withhold details ...Geithners NY Fed told aig to limit swaps disclosureJapanese watch maker Citizen Watches is expecting its Eco-Drive collection of watches to boost sales in the Indian market. The ...Citizen banks on Eco-Drive in India"
5,562.022583,11-01-2010,535.672363,0.3881060606060606,0.014924242424242435,0.4215,0.063,0.86,0.077,0,"PSU lender Indian Overseas Bank (IOB) today said its bad loans are likely to increase in the December quarter but would stabilise ...NPAs may escalate in Dec quarter: IOBThe Reserve Bank of India (RBI) today said the banking system may increasingly face the problem of staff-attrition in the period ...Attrition to be a big problem for banks: RBICanara Bank will soon become the sixth major Indian bank to open a branch in the East Midlands town of Leicester, which has a ...Canara Bank to expand in UKThe rupee today rallied by 42 paise to close at a 16-month high of 45.34 against the US dollar on heavy selling of the American ...Rupee at 16-month high, rises to 45.34/$Citigroup has replaced Douglas Peterson, the head of the banks business in Japan, with Darren Buckley, a media report says.Citi replaces its Japan unit head: WSJFinancial services major Goldman Sachs plans to expand a programme that would require executive and top managers to give a ...Goldman plans to expand charity programme: reportBritish banks fear their fragile recovery will grind to a halt over the next few months, according to a survey by employers ...British banks to see recovery falter: surveyInsurance companies have managed to reduce the losses incurred on the motor insurance portfolio, that accounts for nearly half ...Motor claims ratio improves in 2008-09City-based Kanakamahalakshmi Co-operative Bank (KCB) has received Reserve Bank of India’s nod to take over loss-making ...Kanakamahalakshmi to take over Palakol co-op bankCredit rating agencies are expected to do brisk business in the fourth quarter, with more and more small and medium (SME) ...Credit rating firms eye brisk business in Q4Tamilnad Mercantile Bank (TMB) is targeting a business of Rs 50,000 crore by 2012-13 for which it would require around Rs 1,000 ...TMB to raise Rs 1000 croreBanks may soon have to cap the charges on basic services such as issuing a draft, remittances or for stop-payment instructions.Bank charges may be capped"
6,542.359009,12-01-2010,537.083984,0.36342456826327796,0.06371375040729879,0.9909,0.022,0.892,0.086,0,"The Reserve Bank of India (RBI) today expressed concern over banks offering teasing home loan rates to outsmart each other but ...RBI voices concerns over teaser rates; SBI defendsTo tighten anti-money laundering norms, the Reserve Bank of India (RBI) has asked banks and financial institutions to maintain ...RBI asks banks, FIs to maintain records of receipt by NGOsFuture Generali India Life Insurance Company today said it expects five-fold increase in new business premium at Rs 750 crore by ...Future Generali aims 5-fold jump in new biz at Rs 750 crInsurance-sector regulator, IRDA is planning to come out with the IPO guidelines for insurance companies by the end of next ...IRDA to come out with IPO norms by Feb-endThree new directors including private sector lender ICICI Bank CEO Chanda Kochhar and Citigroup South Asia head Mark Robinson ...ICICIs Kochhar among 3 new directors on ISB boardThe Reserve Bank of India (RBI) is still looking for a chairman of the housing finance regulator National Housing Bank (NHB), ...RBI invites applications for NHB Chairmans post againAfter putting a cap on charges on unit- linked insurance plans (ULIPs) products, the insurance-sector regulator, Insurance ...IRDA mulling cap on traditional productsThe countrys largest lender, State Bank of India (SBI), plans to hire more than 27,000 people this year to fill vacancies across ...SBI to hire 27,000 this yearState-run Dena Bank is looking at to raise Rs 1,300 crore capital over the next three years, out of which Rs 600 crore will be ...Dena Bank to raise Rs 600 cr through equityIDBI Bank Chairman and Managing Director Yogesh Agarwal today said that the public sector player had completed due diligence on a ...IDBI in talks to buy private bankThe government today said that it would act as a patriarch and bless public sector bank mergers that are based on synergy.Govt to act as patriarch, bless bank mergersThe US Federal Reserve has made a profit of a whopping $45 billion in 2009, a record in the 96-year history of the central bank, ...US Fed makes a profit of $45 bn: reportThe rupee today depreciated by 16 paise to 45.50 a dollar in early trade as the US currency strengthened against major world ...Rupee down 16 paise at 45.50/$ in early tradeIFCI was not planning to apply for a banking licence as of now and was targeting to raise around Rs 1,200 crore in January-March ...IFCI puts bank plan on hold, to raise Rs 1,200 crLife Insurance Corporation (LIC), India’s largest life insurer, said the company would be able to meet the current ...LIC meets 51% of new premium income targetBanks continued to place certificates of deposit (CDs) on the view that rates may rise in near future if the Reserve Bank of ...CD issuances continue on rate-rise talkCandidate may not need two-year residual service.Govt may relax rules for appointing bank chiefs“We are keen on having a centralised PE enterprise which will help incubate stand-alone and partnership funds,” Yes ...Yes Bank to set up PE firmState Bank of India (SBI), the country’s largest lender, is expected to set aside more funds to meet the new norms that ...SBI may provide more to cover bad assetsPublic sector banks have almost given up on meeting the 20 per cent credit growth target they had set at the start of the current ...Finally, banks admit they will miss credit targets"
7,538.891846,13-01-2010,539.189026,0.32709790209790207,0.05284090909090909,0.9788,0.014,0.907,0.079,0,"The government-owned Union Bank of India (UBI) has initiated preliminary discussions with 3-4 small-sized Indonesian banks for ...UBI in talks with 3-4 Indonesian banks for acquisitionCredit growth of banks remained at 13 per cent for the fortnight ended January 1 compared to 24 per cent in same period a year ...Banks credit offtake rises 13.34%The US regulator, Securities and Exchange Commission (SEC) is set to name chiefs for five new specialised investigative units, ...SEC to name investigative chiefs of 5 unitsA hedge fund manager called Tipper X in the insider-trading case involving hedge fund Galleon Group founder and billionaire Raj ...Now Tipper X in Rajaratnam case; bail bid turned downThe rupee today appreciated by 2 paise to 45.69 a dollar in early trade in line with other firming Asian currencies.Rupee gains 2 paise at 45.69/$ in early tradeChina raised the proportion of deposits that banks must set aside as reserves to cool the world’s fastest-growing major ...China raises banks reserve ratio to cool economyOnly listed bonds which are rated “AA” and above and have original maturity of at least one year can be used ...Repo deals with corporate bonds as collateral from MarchState-owned Corporation Bank is in early talks with the government for a Rs 6,000-crore rights issue, Chairman and Managing ...Corporation Bank seeks government nod for Rs 6,000-crore rights issueIDBI Bank had completed due diligence on a private bank for a possible acquisition, Chairman and Managing Director Yogesh Agarwal ...IDBI Bank moves ahead on bank buyThe government today said it would act as a patriarch and bless public sector bank mergers that were based on synergy.Government to act as patriarch, bless bank mergersFor the first time since fixed-cum-floating rate home loan schemes, branded as teaser rates, were introduced in December 2008, ...RBI worried over teaser rate on consumer loansThe Union government has decided not to make any change in the listing rules for insurance companies till a parliamentary panel ...Insurance firms may have to wait longer to listThe takeout financing scheme of the India Infrastructure Finance Co (IIFCL) has raised eyebrows. The Planning Commission has ...IIFCL takeout plan raises concernThough the index of industrial production expanded 11.7 per cent in November, the Reserve Bank of India (RBI) sees the recovery ...Uneven recovery tops RBI agendaIPO guidelines next month; derivatives products on cards.Irda mulls Fee cap on traditional policiesKolkata-based financial services provider Magma Fincorp posted about 161 per cent rise in net profit at Rs 17.9 crore during the ...Magma Fincorp posts 161% rise in net profit"
8,537.901245,14-01-2010,555.583618,0.33012784090909086,0.050553977272727264,0.995,0.007,0.865,0.127,0,"The European Central Bank today retained its key interest rate at 1 per cent to boost the regions economy, which is slowly ...European Central Bank holds key rate at 1%Leading bankers today asked the Reserve Bank of India (RBI) not to squeeze money supply through policy instruments in the ...Banks demand status quo on rates, lower savings ratesThe countrys largest lender, State Bank of India (SBI), has shortlisted 3-4 companies for its proposed joint venture to foray ...SBI shortlists 3-4 firms for merchant acquisition JVForeign fund house Citigroup Global has sold shares valued over Rs 480 crore of 35 Indian companies, including bluechips like ...Citigroup sells shares worth Rs 480 cr of 35 Indian cosSouth Indian Bank (SIB) reported a 15.8 per cent increase in net profit at Rs 62.46 crore in the third quarter of current ...SIB Q3 net up 16% at Rs 62 crThe rupee today gained 21 paise at 45.40 against the dollar in late morning trade on persistent selling of dollars by banks due ...UPDATE: Rupee gains by another 21 paise vs $Centralised recruitment process soon.GMAT model finds favour with banksThe government has shortlisted around 40 general managers (GMs) from public sector banks to be interviewed for promotion as ...40 shortlisted for bank ED jobsGovernment-owned Union Bank of India has initiated preliminary discussions with three-four small-sized Indonesian banks for a ...Union Bank in talks to buy Indonesian banksThe government is likely to relax the proposed norms on minimum alternate tax (MAT) for insurance companies. The finance ministry ...Insurance companies may get MAT relief in new tax codeIndia’s 10-year bonds gained the most this week, as yields near the highest levels since October 2008 attracted investors.Bonds gain as yields near 15-month high lure investorsAhead of State Bank of India’s proposed bond issue for retail investors, the Reserve Bank of India (RBI) today asked banks ...RBI cautions banks on retail bond issuesThe last fortnight of 2009 brought back smile on the face of bankers, as outstanding credit in this period grew at the quickest ...Credit offtake heads north in last fortnight of 2009Mumbai-based realtor, Sunil Mantri Group, is planning to invest Rs 500 crore for its upcoming projects in Bangalore. With a ...Sunil Mantri Group to invest Rs 500 crAutomed Systems, which set up its Probiosys Center for Excellence (CoE), aims to raise funds to scale up the CoE for Rs 40-50 ...Automed may raise Rs 40 crFuture Generali India Life Insurance, a joint venture between Future Group of India and Generali Group of Italy, is looking at a ...Future Generali eyes Rs 750-cr 1st premium incomePortfolio flows are continuing their buoyant run in the new year.Re rides high on capital inflowsOutflows fell 16.4 per cent in April-Sept 2009 compared to the year-ago period.Slowdown hits India Incs overseas investments"
9,557.61438,15-01-2010,550.160034,0.2855105105105105,0.09298048048048047,0.9952,0.006,0.864,0.13,0,"Buoyed by a robust 48 per cent growth in its fee-based income, IDBI Bank has clocked a 29 per cent jump in net profit at Rs 287 ...IDBI Bank Q3 net up 29% at Rs 287 crBanking major JPMorgan Chase & Co today reported a nearly five-fold jump in profit to $3.3 billion in the fourth quarter of ...JPMorgan Chase Q4 profit soars to $3.3 bnThe Asian Development Bank today said India is poised for a strong recovery this year and urged policymakers to address rising ...India to see solid economic recovery in 2010: ADBMajor US banks and securities firms are moving towards paying their employees a record sum of about $145 billion in compensation ...Wall Street employees set to get $146 bnHinduja group-promoted Indusind Bank today said its net profit rose by 95.38 per cent to Rs 88.04 crore for the quarter ended ...Indusind Bank Dec qtr net up 95% to Rs 88 crCitigroup will limit the cash bonuses for its bankers at below $1,00,000 in a move to defuse public uproar over compensation, ...Citi to cap cash bonuses below $1,00,000 levelAxis Bank, Indias third largest private sector bank today reported a rise of 31 per cent at Rs 655.98 crore in its net profit ...Axis Bank Q3 net rises 31% to Rs 656 crThe bank had reported a profit of Rs 621.74 crore during the same quarter a year ago, according to a statement to the Bombay ...HDFC Bank Q3 net surges 32% to Rs 818crICICI Bank, one of Indias largest private sector banks, has invested Rs 250 crore in the Lavasa Corporation, which is a ...ICICI invests Rs 250cr in Lavasa CorporationErasing its early gains, the rupee was trading 11 paise down at 45.73 against the dollar in late morning deals on good demand ...Rupee erases earlier gains; drops 11 paise to 45.73/$India’s 10-year bonds rose the most in four weeks after yields at their highest in 15 months lured buyers.Bonds rise as yields at 15-month highA third to a fifth of the incubated firms make it to the big league.Vencap success rate comparable to US: studyThe Reserve Bank of India (RBI) is likely to allow money withdrawals from the point of sale (PoS) terminals using prepaid cards ...RBI likely to allow prepaid cards for PoS withdrawalsIn a bid to deal with the asset-liability mismatch (ALM), banks today sought concessions from the Reserve Bank of India (RBI) for ...Banks demand easier norms for infrastructure financeSouth Indian Bank (SIB) has clocked 15.8 per cent increase in net profit at Rs 62.46 crore in the third quarter of the current ...South Indian Bank net up 16 per centApproaches government for fresh funds, conversion of bonds into equity.Cash-strapped IDBI Bank seeks capital rejig"
